Date,Service,Departure station,Arrival station,Average journey time,Number of scheduled trains,Number of cancelled trains,Number of trains delayed at departure,Average delay of late trains at departure,Average delay of all trains at departure,Number of trains delayed at arrival,Average delay of late trains at arrival,Average delay of all trains at arrival,Number of trains delayed > 15min,Average delay of trains > 15min (if competing with flights),Number of trains delayed > 30min,Number of trains delayed > 60min,Pct delay due to external causes,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to rolling stock,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)",Pct of delay train
2023-04-01,National,PARIS LYON,MULHOUSE VILLE,174.0,277.0,1.0,56.0,118.28872062060988,3.405193237,32.0,49.84479167,6.368900966,28.0,55.14345238100001,19.0,8.0,6.25,21.875,12.5,28.125,28.125,3.125,20.28985507246377
2023-04-01,National,PARIS EST,STRASBOURG,113.0,603.0,9.0,92.0,12.9201087,1.929040404,54.0,27.03240741,2.585409652,37.0,33.47297297,11.0,4.0,11.11111111,7.407407409999999,3.7037037,53.703703700000005,12.96296296,11.11111111,15.488215488215488
2023-04-01,National,LAVAL,PARIS MONTPARNASSE,81.0,283.0,3.0,85.0,13.72686275,30.62165761769024,46.0,40.65471015,6.281294964,30.0,56.40611111,17.0,7.0,22.222222220000003,24.44444444,11.11111111,15.55555556,13.33333333,13.33333333,30.357142857142854
2023-04-01,National,PARIS MONTPARNASSE,POITIERS,96.0,580.0,39.0,73.0,13.3109589,1.240110906,50.0,22.696,2.416050524,30.0,30.18111111,9.0,2.0,4.0,32.0,22.0,16.0,10.0,16.0,13.493530499075785
2023-04-01,National,PARIS LYON,LYON PART DIEU,123.0,699.0,51.0,98.0,21.819897958999995,3.094521605,86.0,42.65968992,6.366692387,65.0,52.20564103,37.0,14.0,11.9047619,27.38095238,17.85714286,14.28571429,25.0,3.57142857,15.123456790123457
2023-04-01,National,LYON PART DIEU,PARIS LYON,123.0,703.0,40.0,290.0,118.28872062060988,3.776979324300001,81.0,36.48868313,5.75297529,55.0,47.36969697,30.0,16.0,17.28395062,37.03703704,12.34567901,9.87654321,8.64197531,14.814814809999998,43.74057315233786
2023-04-01,National,LYON PART DIEU,MARSEILLE ST CHARLES,105.0,447.0,21.0,246.0,12.16090786,7.212628662,104.0,41.78012821,11.39734759,80.0,50.21604167,40.0,21.0,21.15384615,22.11538462,22.11538462,9.61538462,10.57692308,14.42307692,57.74647887323944
2023-04-01,International,PARIS LYON,LAUSANNE,237.0,158.0,4.0,23.0,16.87753623,1.918831169,18.0,42.30925926,5.250865801,18.0,42.30925926,9.0,3.0,16.666666669999998,44.444444440000005,16.666666669999998,16.666666669999998,5.55555556,0.0,14.935064935064934
2023-04-01,International,PARIS EST,STUTTGART,190.0,133.0,4.0,16.0,18.85208333,2.357881137,28.0,32.98809524,11.89534884,28.0,32.98809524,8.0,2.0,7.14285714,3.57142857,50.0,25.0,0.0,14.28571429,12.4031007751938
2023-04-01,National,MARSEILLE ST CHARLES,LYON PART DIEU,103.0,428.0,24.0,103.0,12.60841424,3.150577558,59.0,36.52062147,7.714521452,44.0,44.46666667,23.0,12.0,36.84210526,14.03508772,22.80701754,8.77192982,8.77192982,8.77192982,25.495049504950494
2023-04-01,National,LYON PART DIEU,RENNES,238.0,84.0,2.0,52.0,9.351282051,6.046341463,9.0,64.88333333,8.164837398,9.0,64.88333333,7.0,4.0,22.222222220000003,55.55555556,11.11111111,0.0,11.11111111,0.0,63.41463414634146
2023-04-01,National,PARIS LYON,NICE VILLE,353.0,241.0,2.0,34.0,21.0872549,2.7112273361000003,43.0,46.73643411,58.47323134889636,43.0,46.73643411,24.0,10.0,20.93023256,25.58139535,11.62790698,25.58139535,6.976744190000001,9.30232558,14.225941422594143
2023-03-01,National,PARIS LYON,AVIGNON TGV,165.0,407.0,77.0,52.0,28.40769231,4.256565657,51.0,54.69444444444439,9.499343434,45.0,60.11481481,31.0,14.0,27.45098039,39.21568627,3.921568627,11.76470588,9.803921569,7.843137255,15.757575757575756
2023-03-01,National,MACON LOCHE,PARIS LYON,98.0,266.0,67.0,157.0,14.59692144,11.87789292,365.28344208809136,345.3266769288485,14.42892919,51.0,346.4742866898222,24.0,9.0,25.80645161,25.80645161,24.19354839,8.064516129,9.677419355,75.91572970554272,78.89447236180904
2023-03-01,National,DUNKERQUE,PARIS NORD,131.0,173.0,46.0,5.0,5.5,0.226190476,17.0,26.895098039215704,5.695767196,11.0,34.78787879,2.0,2.0,5.882352941,35.29411765,35.29411765,17.64705882,0.0,5.882352941,3.937007874015748
2023-03-01,National,PARIS LYON,PERPIGNAN,310.0,198.0,44.0,20.0,34.91916667,4.324350649,24.0,53.63611111,9.086688312,24.0,53.63611111,15.0,7.0,25.0,33.33333333,25.0,8.333333333,4.166666666666671,4.166666666666671,12.987012987012985
2023-03-01,National,PARIS NORD,DOUAI,70.0,143.0,25.0,13.0,9.45,0.800141243,13.0,26.64487179,3.086864407,6.0,45.16666666666671,5.0,1.0,38.46153846,0.0,7.692307692,30.76923077,15.38461538,7.692307692,11.016949152542372
2023-03-01,National,MARNE LA VALLEE,MARSEILLE ST CHARLES,215.0,274.0,72.0,103.0,14.62540453,6.458580858,37.0,60.78558559,12.79884488,37.0,346.4742866898222,24.0,14.0,27.02702703,21.62162162,8.108108108,13.51351351,13.51351351,16.21621622,50.99009900990099
2023-03-01,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,281.0,71.0,29.0,17.87356322,2.193062201,32.0,76.58697917,12.951116427432202,32.0,76.58697917,21.0,17.0,21.875,28.125,18.75,9.375,12.5,9.375,13.80952380952381
2023-03-01,National,PARIS LYON,MULHOUSE VILLE,173.0,280.0,45.0,42.0,39.16269841,6.83035461,365.28344208809136,80.35686275,12.20929078,31.0,86.88870968,22.0,15.0,35.29411765,35.29411765,0.0,14.70588235,14.70588235,75.91572970554272,17.872340425531917
2023-03-01,National,AIX EN PROVENCE TGV,PARIS LYON,189.0,436.0,71.0,234.0,7.905626781,5.16260274,46.0,66.54601449,9.273333333,46.0,66.54601449,31.0,22.0,34.78260869565219,41.30434783,10.86956522,4.347826086956521,4.347826086956521,4.347826086956521,64.10958904109589
2023-03-01,International,STUTTGART,PARIS EST,194.0,151.0,24.0,99.0,15.43097643,11.67425474,24.0,35.18680556,9.318699187,24.0,35.18680556,7.0,4.0,8.333333333,0.0,54.16666667,12.5,8.333333333,16.66666667,77.95275590551181
2023-03-01,National,ST PIERRE DES CORPS,PARIS MONTPARNASSE,65.0,543.0,127.0,149.0,6.055480984,2.320105178,57.0,17.20935673,2.502386731391589,19.0,33.74473684,6.0,1.0,12.727272727272702,16.36363636,34.545454545454504,18.18181818,3.636363636,14.545454545454495,35.81730769230769
2023-03-01,International,PARIS EST,STUTTGART,189.0,151.0,34.0,15.0,17.29777778,1.810541311,15.0,28.86222222,8.242450142,15.0,28.86222222,5.0,1.0,6.666666667,13.33333333,53.33333333,0.0,13.33333333,13.33333333,12.82051282051282
2023-03-01,International,PARIS LYON,LAUSANNE,234.0,158.0,38.0,16.0,35.284375,3.3115277777777794,17.0,37.23627451,5.504722222222219,17.0,37.23627451,11.0,0.0,35.29411765,29.41176471,11.76470588,17.64705882,0.0,5.882352941,13.333333333333334
2023-03-01,National,AVIGNON TGV,PARIS LYON,167.0,437.0,90.0,166.0,9.627008032,4.57172447,51.0,62.52908497,9.834441233,45.0,69.13925926,33.0,23.0,33.33333333,35.29411765,11.76470588,9.803921569,5.882352941,3.921568627,47.83861671469741
2023-03-01,National,DOUAI,PARIS NORD,74.0,192.0,37.0,47.0,6.156028369,1.79688172,31.0,13.817741935483898,4.452795699,10.0,25.12,2.0,0.0,9.677419355,19.35483871,45.16129032,12.903225806451598,0.0,12.903225806451598,30.32258064516129
2023-03-01,National,PARIS EST,STRASBOURG,112.0,605.0,82.0,76.0,16.52675439,2.290057361,32.0,39.96822917,2.279094965,27.0,44.70432098765429,13.0,6.0,25.0,9.375,9.375,21.875,15.625,18.75,14.531548757170173
2023-03-01,National,PARIS MONTPARNASSE,LA ROCHELLE VILLE,179.0,231.0,106.0,18.0,8.931481481,0.813466667,14.0,42.25,5.76,13.0,44.42307692,6.0,3.0,35.71428571,14.28571429,14.28571429,28.57142857,0.0,7.142857143,14.399999999999999
2023-03-01,National,REIMS,PARIS EST,46.0,250.0,33.0,25.0,12.53733333,1.533870968,11.0,40.07121212,2.357757296,8.0,51.35833333,5.0,2.0,18.18181818,27.27272727,9.090909091,27.27272727,0.0,18.18181818,11.52073732718894
2023-03-01,National,STRASBOURG,NANTES,335.0,58.0,9.0,4.0,7.016666667,0.629591837,7.0,70.73095238,10.59863946,7.0,70.73095238,3.0,3.0,0.0,71.42857143,14.28571429,14.28571429,0.0,0.0,8.16326530612245
2023-03-01,National,RENNES,PARIS MONTPARNASSE,101.0,805.0,151.0,219.0,13.71940639,4.577931388,80.0,35.27979167,4.649206349,42.0,56.07777778,23.0,10.0,24.05063291,15.18987342,17.72151899,25.3164557,10.12658228,7.594936709,33.48623853211009
2023-02-01,National,BREST,PARIS MONTPARNASSE,228.0,258.0,8.0,14.0,13.85714286,0.787755102,12.0,53.7,2.724557823,12.0,53.70000000000001,9.0,4.0,41.66666667,16.66666667,0.0,33.33333333,8.333333333,0.0,5.6000000000000005
2023-02-01,National,QUIMPER,PARIS MONTPARNASSE,233.0,218.0,4.0,13.0,7.846153846,0.483412322,14.0,41.90833333,4.072511848,14.0,41.90833333,6.0,2.0,35.71428571,14.28571429,14.28571429,14.28571429,7.142857143,14.28571429,6.074766355140187
2023-02-01,National,PARIS LYON,NIMES,185.0,164.0,6.0,15.0,20.79777778,1.643459916,13.0,37.63717949,4.307278481,13.0,37.63717949,7.0,1.0,30.76923077,30.76923077,0.0,30.76923077,7.692307692,0.0,9.49367088607595
2023-02-01,National,BELLEGARDE (AIN),PARIS LYON,168.0,252.0,12.0,97.0,11.66872852,4.766596932,29.0,44.42068966,6.332217573,26.0,48.08846154,14.0,6.0,20.68965517,17.24137931,17.24137931,34.48275862,10.34482759,0.0,40.416666666666664
2023-02-01,International,GENEVE,PARIS LYON,197.0,216.0,12.0,125.0,4.214666667,2.815522876,19.0,36.16052632,4.906862745,19.0,36.16052632,8.0,2.0,31.57894737,15.78947368,15.78947368,36.84210526,0.0,0.0,61.274509803921575
2023-02-01,National,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,173.0,88.0,11.0,8.0,14.81666667,1.363419913,9.0,26.79074074,4.531601732,6.0,346.4742866898222,3.0,0.0,33.33333333,0.0,33.33333333,22.22222222,72.0439601026586,0.0,10.38961038961039
2023-02-01,International,BARCELONA,PARIS LYON,408.0,56.0,5.0,16.0,6.269791667,2.006333333,5.0,43.05666667,7.038666667,5.0,43.05666667,4.0,1.0,40.0,20.0,0.0,40.0,0.0,0.0,31.372549019607842
2023-02-01,National,LYON PART DIEU,LILLE,187.0,264.0,8.0,181.0,9.041252302,6.490415534420292,78.0,30.07059984214676,11.73438745471019,58.0,36.39224137931032,22.0,10.0,10.256410256410268,7.692307692307689,43.589743589743634,16.666666666666682,6.410256410256407,15.38461538,70.703125
2023-02-01,National,LAVAL,PARIS MONTPARNASSE,81.0,267.0,5.0,78.0,6.421367521,1.756794872,31.0,21.19784946,2.827884615,13.0,35.96282051,6.0,1.0,16.12903226,16.12903226,32.25806452,25.80645161,0.0,9.677419355,29.770992366412212
2023-02-01,National,PARIS LYON,MARSEILLE ST CHARLES,201.0,504.0,15.0,56.0,18.8797619,1.939434219,38.0,45.12192982,58.47323134889636,38.0,45.12192982,22.0,7.0,36.84210526,5.263157895,5.263157895,21.05263158,5.263157895,26.31578947,11.451942740286299
2023-01-01,National,NIMES,PARIS LYON,181.0,240.0,7.0,67.0,7.647263682,2.227038627,33.0,29.84040404,5.762804006,27.0,33.4537037,10.0,4.0,30.303030303030297,27.27272727,21.21212121,18.18181818,3.03030303,0.0,28.75536480686695
2023-01-01,National,PARIS EST,STRASBOURG,114.0,580.0,50.0,93.0,14.63637993,2.607888041,86.0,39.575,5.766698473,60.0,51.05055556,32.0,15.0,16.47058824,0.0,16.47058824,43.52941176,12.94117647,10.58823529,17.547169811320753
2023-01-01,National,PARIS LYON,AVIGNON TGV,164.0,407.0,16.0,50.0,118.28872062060988,2.479497016,50.0,27.29566667,4.574126172,36.0,32.57685185,16.0,2.0,22.0,14.000000000000002,16.0,22.0,16.0,10.0,12.787723785166241
2023-01-01,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,97.0,551.0,23.0,203.0,8.64819376,3.40769962,56.0,30.12827381,2.051742712,33.0,43.1020202,18.0,5.0,12.727272727272702,20.0,32.72727273,9.090909091,5.454545455,20.0,38.446969696969695
2023-01-01,National,STRASBOURG,NANTES,334.0,58.0,4.0,10.0,10.12333333,30.62165761769024,2.0,17.61666667,58.47323134889636,2.0,346.4742866898222,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,18.51851851851852
2023-01-01,National,RENNES,PARIS MONTPARNASSE,101.0,800.0,30.0,308.0,12.29350649,4.974006116,102.0,44.7880719,58.47323134889636,73.0,57.3956621,37.0,24.0,25.49019608,27.45098039,7.843137255,23.52941176,6.862745098039221,8.823529412,40.0
2023-01-01,National,PARIS NORD,LILLE,66.0,651.0,24.0,44.0,13.91666666666664,0.6356990962254118,61.0,23.52942442719884,2.8767676767676744,23.0,46.63913043,13.0,8.0,25.988428158148498,3.953712632594021,13.16297010607523,22.66152362584376,16.779170684667303,17.454194792671178,7.017543859649122
2023-01-01,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,172.0,215.0,16.0,14.0,26.5,1.864321608,15.0,75.91777778,58.47323134889636,13.0,85.58717949,7.0,4.0,53.33333333,0.0,6.666666667,13.33333333,6.666666667,20.0,7.035175879396985
2023-01-01,National,DUNKERQUE,PARIS NORD,131.0,172.0,13.0,2.0,5.5,0.070063694,10.0,35.39333333,4.283651805,6.0,50.10555555555559,2.0,2.0,30.0,10.0,40.0,20.0,0.0,0.0,1.257861635220126
2023-01-01,National,DOUAI,PARIS NORD,75.0,191.0,12.0,44.0,7.210984848,1.741573034,33.0,17.65151515,4.734082397,8.0,43.4625,3.0,2.0,15.151515151515198,12.12121212,51.51515152,18.18181818,3.03030303,0.0,24.581005586592177
2023-01-01,International,PARIS LYON,GENEVE,195.0,256.0,20.0,49.0,14.65918367,2.874081921,23.0,36.31376812,3.672175141,23.0,36.31376812,10.0,4.0,30.43478261,21.73913043,21.73913043,4.347826086956521,17.391304347826097,4.347826086956521,20.76271186440678
2023-01-01,International,PARIS EST,STUTTGART,189.0,150.0,21.0,28.0,18.16488095,3.456770833,32.0,43.89375,13.33346354,32.0,43.89375,20.0,6.0,6.25,3.125,34.375,21.875,21.875,75.91572970554272,21.705426356589147
2023-01-01,National,PARIS MONTPARNASSE,BORDEAUX ST JEAN,138.0,1021.0,58.0,116.0,16.06221264,1.484337141,135.0,41.49234568,6.369695396,101.0,346.4742866898222,55.0,28.0,16.2962963,17.03703704,17.77777778,20.74074074,72.0439601026586,24.44444444,12.045690550363448
2023-01-01,National,MARSEILLE ST CHARLES,PARIS LYON,201.0,503.0,14.0,142.0,10.71819249,2.9642808452624405,56.0,41.5952381,6.637559646,56.0,41.59523809523811,29.0,11.0,39.28571429,25.0,12.5,12.5,3.571428571,7.142857143,29.038854805725972
2023-01-01,National,ST MALO,PARIS MONTPARNASSE,153.0,98.0,3.0,3.0,5.038888889,0.045054945,11.0,21.80606061,1.689194139,5.0,31.00666667,2.0,0.0,9.090909091,36.36363636,9.090909091,18.18181818,0.0,27.27272727,3.1578947368421053
2023-01-01,National,RENNES,LYON PART DIEU,238.0,84.0,4.0,6.0,14.82222222,1.136666667,10.0,49.03666667,6.338333333,10.0,49.03666667,6.0,3.0,30.0,30.0,10.0,10.0,10.0,10.0,7.5
2023-01-01,National,PARIS MONTPARNASSE,LAVAL,78.0,317.0,8.0,36.0,14.94398148,1.338673139,42.0,22.5047619,3.336569579288029,18.0,39.67037037,7.0,3.0,2.5,10.0,42.49999999999999,20.0,7.5,17.5,11.650485436893204
2023-01-01,National,PARIS LYON,VALENCE ALIXAN TGV,136.0,372.0,15.0,66.0,19.50959596,3.3232493,56.0,32.73005952,5.946918768,41.0,346.4742866898222,27.0,6.0,16.07142857,12.5,8.928571429,35.71428571,21.42857143,5.357142857,18.487394957983195
2023-01-01,National,PARIS LYON,MACON LOCHE,100.0,274.0,16.0,38.0,20.17982456,30.62165761769024,38.0,26.80263158,5.061627907,30.0,29.92777778,9.0,1.0,15.78947368,13.15789474,2.631578947,52.63157895,7.894736842,7.894736842,14.728682170542637
2023-01-01,National,NICE VILLE,PARIS LYON,355.0,218.0,7.0,19.0,118.28872062060988,1.440396825,365.28344208809136,46.61428571,58.47323134889636,35.0,46.61428571,16.0,8.0,37.142857142857096,28.57142857,11.42857143,8.571428571,8.571428571,5.714285714,9.004739336492891
2022-12-01,National,PARIS MONTPARNASSE,LA ROCHELLE VILLE,175.0,224.0,27.0,30.0,9.628888889,1.028680203,27.0,42.18518519,7.225888325,21.0,50.42857142857141,9.0,5.0,22.22222222,22.22222222,25.925925925925903,25.925925925925903,0.0,3.703703704,15.228426395939088
2022-12-01,National,TOURS,PARIS MONTPARNASSE,78.0,196.0,21.0,25.0,6.365333333,0.954693487,32.0,15.23958333,3.125957854,13.0,24.288461538461497,2.0,0.0,6.25,31.25,40.625,9.375,6.25,6.25,14.285714285714285
2022-12-01,International,STUTTGART,PARIS EST,194.0,149.0,5.0,120.0,7.54375,5.824242424,31.0,40.81290323,11.59708625,31.0,40.81290323,16.0,6.0,9.677419355,0.0,61.29032258,19.35483871,3.2258064516128995,6.4516129032258105,83.33333333333334
2022-12-01,National,ANGOULEME,PARIS MONTPARNASSE,127.0,344.0,50.0,182.0,10.14505495,6.500526316,57.0,38.5005848,8.058304094,42.0,47.79047619,18.0,7.0,14.03508772,28.070175438596507,22.80701754,15.78947368,10.52631579,8.771929825,61.904761904761905
2022-12-01,National,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,174.0,120.0,23.0,17.0,14.37058824,2.316151203,365.28344208809136,32.10925926,4.872164948,6.0,41.73055556,2.0,1.0,11.11111111,0.0,33.33333333,44.44444444,11.11111111,0.0,17.525773195876287
2022-12-01,International,PARIS EST,FRANCFORT,229.0,125.0,10.0,13.0,19.55897436,2.283043478,33.0,31.861616161616205,13.88797101,33.0,31.86161616,12.0,2.0,3.125,6.25,65.625,9.375,9.375,6.25,11.304347826086957
2022-12-01,National,BORDEAUX ST JEAN,TOURCOING,333.0,24.0,7.0,2.0,20.66666667,2.299019608,1.0,30.0,3.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.76470588235294
2022-12-01,National,MARSEILLE ST CHARLES,LILLE,282.0,207.0,26.0,23.0,11.985507246376814,1.3239305014642393,38.0,42.74087560386474,11.250036228602465,38.0,40.87763157894738,17.0,8.0,28.947368421052605,10.526315789473657,5.263157894736839,15.789473684210552,21.05263157894734,18.421052631578945,12.70718232044199
2022-12-01,International,MARSEILLE ST CHARLES,MADRID,463.0,10.0,1.0,1.0,1.0,0.238888889,0.0,345.3266769288485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
2022-12-01,National,TOULON,PARIS LYON,246.0,274.0,30.0,105.0,5.949365079,2.597540984,18.0,30.72407407,3.36181694,18.0,30.724074074074096,4.0,1.0,11.11111111,11.11111111,27.77777778,33.33333333,11.11111111,5.555555555555561,43.0327868852459
2022-12-01,National,NIMES,PARIS LYON,180.0,239.0,18.0,97.0,11.21683849,4.964177979,34.0,31.98137255,5.890723982,29.0,35.16609195,13.0,3.0,11.76470588,17.64705882,29.41176471,20.58823529,14.70588235,5.882352941,43.89140271493213
2022-12-01,National,PARIS EST,STRASBOURG,114.0,629.0,20.0,152.0,19.4935307,4.786726875,127.0,30.87020997,7.421072797,86.0,39.23391473,44.0,10.0,15.2,5.6000000000000005,8.799999999999999,40.0,21.6,8.799999999999999,24.958949096880133
2022-11-01,National,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,79.0,209.0,0.0,76.0,10.36118421,30.62165761769024,27.0,28.7154321,4.179066023,15.0,44.22444444,8.0,2.0,14.81481481,3.703703704,25.925925925925903,14.81481481,7.407407407407408,33.33333333,36.36363636363637
2022-11-01,National,AIX EN PROVENCE TGV,PARIS LYON,184.0,496.0,0.0,214.0,10.13816199,4.379502688,51.0,37.28071895,5.150974462,43.0,41.72131783,21.0,9.0,25.49019608,17.64705882,29.41176471,7.843137255,1.960784314,17.64705882,43.145161290322584
2022-11-01,National,PARIS MONTPARNASSE,TOURS,263.0,199.0,0.0,21.0,9.157142857,0.477303183,17.0,41.08529412,3.6417085427135696,17.0,346.4742866898222,9.0,3.0,35.29411765,29.41176471,17.64705882,11.76470588,0.0,5.882352941,10.552763819095476
2022-11-01,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,179.0,197.0,2.0,15.0,118.28872062060988,0.553846154,15.0,29.693333333333303,58.47323134889636,13.0,32.46794872,4.0,1.0,46.66666667,20.0,6.666666667,20.0,6.666666667,0.0,7.6923076923076925
2022-11-01,International,BARCELONA,PARIS LYON,396.0,29.0,0.0,15.0,3.913333333,1.989655172,3.0,345.3266769288485,8.621264368,3.0,55.15555556,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,51.724137931034484
2022-11-01,National,PARIS MONTPARNASSE,ST MALO,152.0,91.0,1.0,0.0,0.0,-0.396111111,7.0,0.0,2.235740741,6.0,26.45277778,2.0,0.0,14.28571429,57.142857142857096,28.57142857,0.0,0.0,0.0,0.0
2022-11-01,National,PARIS MONTPARNASSE,QUIMPER,222.0,216.0,1.0,26.0,14.39166667,1.2910852713178298,33.0,38.3030303,6.16744186,33.0,38.3030303,14.0,3.0,24.24242424,27.27272727,15.151515151515198,27.27272727,6.060606061,0.0,12.093023255813954
2022-11-01,National,ANGOULEME,PARIS MONTPARNASSE,132.0,325.0,0.0,197.0,7.814974619,30.62165761769024,52.0,345.3266769288485,4.596635611,40.0,39.25375,12.0,2.0,23.07692308,30.76923077,13.46153846,9.615384615,72.0439601026586,19.23076923,60.61538461538461
2022-11-01,International,PARIS LYON,ZURICH,244.0,167.0,1.0,25.0,13.68933333,1.444578313,26.0,37.33653846,7.435943775,26.0,37.33653846,14.0,4.0,20.83333333,33.33333333,12.5,16.66666667,72.0439601026586,4.166666667,15.060240963855422
2022-11-01,National,PARIS LYON,PERPIGNAN,302.0,157.0,0.0,16.0,13.90625,1.145541401,17.0,50.60784314,6.128874735,17.0,50.60784314,9.0,5.0,52.94117647,5.882352941,17.64705882,23.52941176,0.0,0.0,10.191082802547772
2022-11-01,National,PARIS LYON,TOULON,237.0,269.0,1.0,39.0,19.94316239,2.567288557,36.0,36.93981481,8.092039801,36.0,36.93981481,16.0,3.0,27.77777778,5.555555555555561,11.11111111,50.0,0.0,5.555555555555561,14.55223880597015
2022-11-01,National,ARRAS,PARIS NORD,50.0,473.0,2.0,225.0,8.285703704,3.905070922,124.0,21.03669355,6.748617021,51.0,36.88986928,27.0,3.0,6.611570248,29.75206612,27.27272727,23.14049587,9.917355371900827,3.305785124,47.77070063694268
2022-11-01,National,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,79.0,191.0,0.0,22.0,12.08409091,1.159336824,24.0,18.37777778,2.161256545,7.0,34.22619048,4.0,1.0,17.39130435,8.695652173913041,17.39130435,34.7826087,13.043478260869602,8.695652173913041,11.518324607329843
2022-10-01,National,MONTPELLIER,LYON PART DIEU,114.0,243.0,2.0,66.0,7.018939394,1.887136929,19.0,26.27192982,4.415352697,11.0,34.95151515,5.0,1.0,15.78947368,26.31578947,36.84210526,10.52631579,0.0,10.52631579,27.385892116182575
2022-10-01,National,LILLE,PARIS NORD,68.0,664.0,2.0,163.0,10.191922290388554,2.2950906344410864,146.0,27.14147056675432,7.015080563947639,53.0,54.61257861635223,21.0,8.0,8.549549868441227,42.15426002619377,17.861314643729436,14.96820172,12.165941028636182,4.300732717,24.622356495468278
2022-10-01,National,LE MANS,PARIS EST,46.0,244.0,0.0,44.0,6.529545455,1.263934426,21.0,15.933333333333302,1.707172131,5.0,38.12,4.0,0.0,0.0,21.05263158,26.31578947,15.78947368,21.05263158,15.78947368,18.0327868852459
2022-10-01,National,BREST,PARIS MONTPARNASSE,235.0,254.0,1.0,17.0,12.41176471,0.841005291,27.0,45.13024691,6.990343915,27.0,45.13024691,12.0,2.0,37.03703704,37.03703704,7.407407407407408,7.407407407407408,7.407407407407408,3.703703704,6.719367588932807
2022-10-01,National,LYON PART DIEU,PARIS LYON,118.0,768.0,5.0,424.0,5.962382075,3.41877193,93.0,28.355734767025098,4.927675439,62.0,35.96478495,22.0,7.0,5.376344086,24.731182795698903,29.032258064516096,16.12903226,15.053763440860198,9.677419355,55.57011795543906
2022-10-01,National,PARIS MONTPARNASSE,BORDEAUX ST JEAN,139.0,1011.0,18.0,115.0,15.9284058,1.414232964,103.0,31.57281553,4.455035247,71.0,346.4742866898222,40.0,13.0,16.0,11.0,13.0,22.0,14.000000000000002,24.0,11.581067472306144
2022-10-01,National,PARIS LYON,MONTPELLIER,208.0,221.0,0.0,47.0,19.12304965,3.861915535,28.0,38.88392857,5.695475113,28.0,38.88392857,13.0,3.0,0.0,21.42857143,7.142857143,42.85714286,7.142857143,21.42857143,21.266968325791854
2022-10-01,National,PARIS NORD,DOUAI,70.0,140.0,7.0,15.0,23.68777778,2.400626566,23.0,28.26521739,5.726441103,12.0,44.53055556,6.0,1.0,9.090909090909092,45.454545454545496,4.545454545,22.72727272727269,4.545454545,13.63636364,11.278195488721805
2022-09-01,National,AVIGNON TGV,PARIS LYON,164.0,445.0,3.0,186.0,6.793996416,2.630693816,37.0,38.09504505,3.483107089,26.0,48.61858974,15.0,7.0,13.51351351,8.108108108,35.13513514,13.51351351,8.108108108,21.62162162,42.081447963800905
2022-09-01,International,FRANCFORT,PARIS EST,232.0,154.0,3.0,86.0,5.669767442,3.383443709,23.0,41.14347826,9.055187638,23.0,41.14347826,16.0,4.0,0.0,8.695652173913041,78.26086956521739,13.043478260869602,0.0,0.0,56.95364238410596
2022-09-01,International,PARIS LYON,BARCELONA,401.0,58.0,0.0,16.0,23.24895833,6.263218391,15.0,40.0,12.63793103,15.0,40.0,7.0,2.0,0.0,28.57142857,28.57142857,21.42857143,7.142857143,14.28571429,27.586206896551722
2022-09-01,National,ST MALO,PARIS MONTPARNASSE,162.0,87.0,1.0,3.0,1.9722222222222203,-0.04745098,7.0,60.14047619,6.290588235294121,3.0,122.7111111,2.0,2.0,28.57142857,14.28571429,14.28571429,28.57142857,0.0,14.28571429,3.488372093023256
2022-09-01,National,LAVAL,PARIS MONTPARNASSE,87.0,270.0,0.0,107.0,8.590654206,3.348765432,36.0,23.84212963,4.031419753,18.0,37.86481481,9.0,2.0,40.0,17.14285714,22.857142857142897,8.571428571,0.0,11.42857143,39.62962962962963
2022-09-01,National,LILLE,LYON PART DIEU,184.0,340.0,1.0,126.0,7.498809523809531,30.62165761769024,38.0,37.65135030864197,6.373300850378437,28.0,43.812499999999964,12.0,5.0,26.315789473684216,5.263157894736847,7.894736842105263,34.21052631578947,18.421052631578945,7.894736842105268,37.16814159292036
2022-09-01,International,LAUSANNE,PARIS LYON,229.0,149.0,1.0,123.0,3.736314363,2.960606061,9.0,38.22037037,1.994055944,9.0,38.22037037,2.0,1.0,0.0,11.11111111,22.22222222,44.44444444,0.0,22.22222222,83.1081081081081
